actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_entropy,critic_entropy_max,critic_entropy_min,critic_loss,critic_norm_entropy,critic_norm_entropy_max,critic_norm_entropy_min,duration,episode,episode_reward,labeled_feedback,step,total_feedback,true_episode_reward
6.311060032731778,-11.642186078372541,-12.0,1.7451593126501288,0.09520996880427209,-0.005854822207511206,18.94898271990252,91.05755631272142,14.346391238727131,0.8941232114582807,4.5317937914912285,21.764874850665485,3.4312480655876367,6.212432622909546,2.0,-12.720524926078724,0.0,2000,0.0,479.02108932667744
1.4729711882900447,-22.926105855941774,-12.0,1.1790675374865531,0.0872731979662743,0.0007167361450265161,19.682421230316162,103.50674974822998,13.422608896255493,0.6124334261119365,4.209511893033981,22.17494105052948,2.87225932097435,6.937454462051392,3.0,8.226166078047754,0.0,3000,0.0,4.4109027062359445
-3.842197160720825,-34.61953906440735,-12.0,0.6668137384951115,0.08153913222870354,0.00472856451269763,20.236271991729737,118.93517244338989,13.029133105278015,0.6818202621340752,3.8216950016021727,22.47676201438904,2.4602959356307985,7.807184934616089,4.0,15.53936674970464,0.0,4000,0.0,14.655501703098695
-5.744381121635437,-45.33938177490234,-12.0,0.48126656278967855,0.07688280445256288,0.006794626213610172,20.160035737991333,110.99411710357666,11.388971301078797,0.8145069467723369,3.6178358643054964,19.92450385475159,2.0438136895895003,8.659560918807983,5.0,12.181108653116098,0.0,5000,0.0,10.731718751120864
-7.002562406539917,-56.12203018951416,-12.0,0.36137463288009164,0.07220848802054534,0.008478730900562368,20.179565408706665,102.14460849380494,4.893333121299744,0.8999338992834092,3.5926089310646057,18.18491166305542,0.8711629855632782,9.392598867416382,6.0,14.61258403192187,0.0,6000,0.0,7.229823995128479
7.497712575912476,-1.9413583960533143,-12.0,1.2376739854812622,0.06347687840592436,0.11736050814390182,0.0,0.0,0.0,0.026391274347901346,0.0,0.0,0.0,5.175615072250366,7.0,15.120505751101518,0.0,7000,0.0,4.198698933091608
7.167767907142639,-3.1683027684688567,-12.0,1.083399621963501,0.05651771220535137,0.12690477811545134,0.0,0.0,0.0,0.010825624699238688,0.0,0.0,0.0,4.597180128097534,8.0,334.7445829609642,128.0,8000,128.0,466.04868256899084
7.062975163459778,-4.160414115905762,-12.0,0.9772895088791848,0.0512640980207204,0.11454062829911708,0.0,0.0,0.0,0.01360690150829032,0.0,0.0,0.0,4.715435981750488,9.0,26.406580566334014,128.0,9000,128.0,7.176277738719998
6.862535542011261,-5.021026124000549,-12.0,0.8814293492436409,0.04672292033179759,0.10626913514733315,0.0,0.0,0.0,0.01479936520755291,0.0,0.0,0.0,4.6414475440979,10.0,24.09469812482712,128.0,10000,128.0,5.981905155306452
6.376361563682556,-5.8072632856369015,-12.0,0.7846471412777901,0.04268844717642735,0.10222771010547876,0.0,0.0,0.0,0.018166605009697377,0.0,0.0,0.0,9.70729684829712,11.0,46.032688563699594,128.0,11000,128.0,4.410782194469079
5.605550760269165,-6.583541317939758,-12.0,0.6882159304618836,0.039077635201010145,0.11495264865458012,0.0,0.0,0.0,0.026045583904720844,0.0,0.0,0.0,4.806830883026123,12.0,71.31133900640998,128.0,12000,128.0,18.23819316729509
4.855807784557342,-7.3324044613838195,-12.0,0.603958653986454,0.03582036676095304,0.11465627840906381,0.0,0.0,0.0,0.02395413510687649,0.0,0.0,0.0,4.606930255889893,13.0,102.92577768600313,256.0,13000,256.0,8.749180051967738
4.1913091378211975,-8.049877769470214,-12.0,0.5319817719459534,0.03284610559664761,0.11479354596883058,0.0,0.0,0.0,0.028107064854353665,0.0,0.0,0.0,4.746090412139893,14.0,110.95475892961258,256.0,14000,256.0,5.522659121659335
3.6265445568561554,-8.70760697364807,-12.0,0.4707620572149754,0.030118475508717633,0.11473041258752346,0.0,0.0,0.0,0.030538673212751746,0.0,0.0,0.0,4.67928671836853,15.0,118.07414512273226,256.0,15000,256.0,7.680729710514542
3.067962367296219,-9.278439493179322,-12.0,0.4161670231819153,0.02761180210243886,0.11570215424150229,0.0,0.0,0.0,0.0379448497928679,0.0,0.0,0.0,4.603760242462158,16.0,119.1455254436878,256.0,16000,256.0,12.647635981597688
2.1221640018224717,-10.141066672325135,-12.0,0.3579546604454517,0.025331738184554912,0.1359775758460164,0.0,0.0,0.0,0.0455081279668957,0.0,0.0,0.0,4.813784599304199,17.0,126.45615372550674,256.0,17000,256.0,7.857996140221144
1.4990648336410521,-10.970692754745484,-12.0,0.31412792205810547,0.023266517330963875,0.1451101705431938,0.0,0.0,0.0,0.03951765303499997,0.0,0.0,0.0,4.7242443561553955,18.0,401.62965696032916,384.0,18000,384.0,365.9159094481973
0.9402905399501323,-11.453473739624023,-12.0,0.27633819861710074,0.02134684791185787,0.14697389072179795,0.0,0.0,0.0,0.042850573163479566,0.0,0.0,0.0,4.599980115890503,19.0,168.50211575923458,384.0,19000,384.0,11.801919041381181
0.24737421777099372,-11.901691317558289,-12.0,0.2400752912759781,0.019593636513446623,0.14719749313592911,0.0,0.0,0.0,0.04386452708207071,0.0,0.0,0.0,4.691960096359253,20.0,176.848205783288,384.0,20000,384.0,51.41602790123125
-0.534914739139378,-12.31931010723114,-12.0,0.20645476935803891,0.01799765808400832,0.14733885359764098,0.0,0.0,0.0,0.04864325449988246,0.0,0.0,0.0,9.652650117874146,21.0,141.3537282989323,384.0,21000,384.0,7.38079553071703
-1.2130155261456967,-12.700241012573242,-12.0,0.17850718706846236,0.01654313571093507,0.13512962867319583,0.0,0.0,0.0,0.05439437596872449,0.0,0.0,0.0,4.79559588432312,22.0,156.52345977647929,384.0,22000,384.0,10.216821938896931
-1.9828469024896622,-13.077999634742737,-12.0,0.15242355033755303,0.01520609011582552,0.1341407928392291,0.0,0.0,0.0,0.0525065045543015,0.0,0.0,0.0,4.66213583946228,23.0,111.04415501400945,512.0,23000,512.0,8.578181793007904
-2.838886260867119,-13.790583846092224,-12.0,0.1283152804672718,0.013997599312738935,0.13778746947646142,0.0,0.0,0.0,0.07529458437860012,0.0,0.0,0.0,4.639600992202759,24.0,99.90688401064108,512.0,24000,512.0,10.34743355716549
-3.6252149525880815,-14.481809725761414,-12.0,0.10806863659992814,0.012896280538179948,0.14277313382923604,0.0,0.0,0.0,0.1828243600949645,0.0,0.0,0.0,4.625009536743164,25.0,364.1276656429982,512.0,25000,512.0,477.6141065732261
-4.48383106803894,-15.163368363380432,-12.0,0.0894484334513545,0.011893588099287953,0.14719062045961617,0.0,0.0,0.0,0.13130338973924519,0.0,0.0,0.0,4.656213760375977,26.0,139.1297886174725,512.0,26000,512.0,31.67502074010194
-5.37581813287735,-15.70854098701477,-12.0,0.07282193552702665,0.01098064904715223,0.10467852251976728,0.0,0.0,0.0,0.1050077991746366,0.0,0.0,0.0,4.811098575592041,27.0,376.9337356132255,512.0,27000,512.0,423.8859402313419
-6.294580109596253,-15.907355051994324,-12.0,0.05804903870075941,0.01016418231653475,0.10497915536165238,0.0,0.0,0.0,0.16110211849957704,0.0,0.0,0.0,4.63097882270813,28.0,116.67258185939863,640.0,28000,640.0,10.83642284395244
-7.2038595552444455,-16.453680913925172,-12.0,0.04525879415124655,0.009428014081061519,0.10930086915194988,0.0,0.0,0.0,0.10100316187366844,0.0,0.0,0.0,4.647374629974365,29.0,119.44274084181961,640.0,29000,640.0,11.578854828864957
-7.939032988548279,-17.0145440196991,-12.0,0.03559473873861134,0.008758290918460022,0.11263496419042349,0.0,0.0,0.0,0.13848141010478138,0.0,0.0,0.0,4.641056299209595,30.0,323.2936987429857,640.0,30000,640.0,449.90945143724025
-8.80460021829605,-17.606900228500365,-12.0,0.026091582918539642,0.008154007366270151,0.11648792579770088,0.0,0.0,0.0,0.08364256288483739,0.0,0.0,0.0,9.696547985076904,31.0,102.03507853619521,640.0,31000,640.0,20.80763352089309
-9.465168880462647,-18.16135750198364,-12.0,0.019344475790858268,0.0076212351180799795,0.12302865646034479,0.0,0.0,0.0,0.11451374106481671,0.0,0.0,0.0,5.00615930557251,32.0,367.3801381723424,640.0,32000,640.0,522.282040979502
-10.260793604850768,-18.38866509628296,-12.0,0.012471600494347512,0.007157830648490152,0.12205636316537857,0.0,0.0,0.0,0.11819837342202663,0.0,0.0,0.0,5.014254570007324,33.0,86.51162388781086,768.0,33000,768.0,14.098630209711859
-11.010505813598632,-18.613386857986452,-12.0,0.0067405427282792515,0.0067940327684838904,0.12142120068520308,0.0,0.0,0.0,0.07618263847008347,0.0,0.0,0.0,4.704325914382935,34.0,108.97350321341946,768.0,34000,768.0,19.953318539681383
-11.465098335266113,-19.060799394607542,-12.0,0.003502412909772829,0.00652730542835988,0.12384516316652298,0.0,0.0,0.0,0.1284430828690529,0.0,0.0,0.0,4.755965948104858,35.0,111.75813698361162,768.0,35000,768.0,11.89126861090162
-11.906736720085144,-19.3851264667511,-12.0,0.0005971781303669559,0.0063881810485799835,0.12512939319759608,0.0,0.0,0.0,0.10404505854472518,0.0,0.0,0.0,5.039271593093872,36.0,260.6314244805835,768.0,36000,768.0,255.57928014325728
