actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_entropy,critic_entropy_max,critic_entropy_min,critic_loss,critic_norm_entropy,critic_norm_entropy_max,critic_norm_entropy_min,duration,episode,episode_reward,labeled_feedback,step,total_feedback,true_episode_reward
10.186026860166479,-14.791803119538185,-21.0,2.9681149417454296,0.09512354775347283,-0.04892092331259458,33.2725606504026,62.509576604650306,16.785422998147684,0.8086215328048538,5.478851868702962,10.289134101944047,2.764173265691992,6.14821720123291,2.0,-48.522891386790434,0.0,2000,0.0,8.659990239572176
5.223690206050873,-29.222971588134765,-21.0,2.2816006622314453,0.08690023914547279,-0.05361184271797538,35.143413619995115,73.60056485366822,16.37482562160492,0.4429871295690537,5.24908372926712,10.987633527755737,2.4472730178833006,6.968167304992676,3.0,-53.0291399910202,0.0,3000,0.0,8.924539540155157
1.1800039836596699,-44.20834774780273,-21.0,1.7770495711565018,0.08001851158748287,-0.055344154208898544,37.407318897247315,76.13379639434814,14.380899799346924,0.8688790901005268,4.935366222858429,10.049476110458373,1.8978228955268859,7.701876640319824,4.0,-64.757897497464,0.0,4000,0.0,9.817031785068338
-1.413163985788822,-58.35557353210449,-21.0,1.4486186064481734,0.0739578324394878,-0.05592384903132915,38.72264248275757,74.53471595001221,12.681083022117615,1.2210155401825904,4.727693533420562,9.10209187412262,1.5481581345796585,8.685070276260376,5.0,-55.3068466350378,0.0,5000,0.0,4.285333697078118
-1.2594261758029461,-71.04452152252198,-21.0,1.3431178441047669,0.06801921477434081,-0.05653692559152842,39.39563381576538,74.17695584869385,8.070651956558228,1.6326594588160515,4.640066566944122,8.736018917560578,0.9503455941975116,9.742295980453491,6.0,-60.620860965616885,0.0,6000,0.0,1.7308449348405341
13.027739603042603,-3.3200516223907472,-21.0,2.0564196039438247,0.06045985539092153,0.30409576395154,0.0,0.0,0.0,0.06931687318906188,0.0,0.0,0.0,5.105988025665283,7.0,-59.11644028171213,0.0,7000,0.0,2.8349593597313634
13.279383905410766,-5.319368624210358,-21.0,1.8625008524656297,0.05432615428879406,0.29286011385917665,0.0,0.0,0.0,0.02754025602526963,0.0,0.0,0.0,4.591432332992554,8.0,196.37857420644286,128.0,8000,128.0,6.613434918655383
12.687349647521973,-7.230340044498444,-21.0,1.663813586473465,0.0493821085339752,0.2909366781711578,0.0,0.0,0.0,0.02746964171156287,0.0,0.0,0.0,4.548652648925781,9.0,243.22449698242417,128.0,9000,128.0,0.11310601835887268
11.928886392593384,-9.035627317428588,-21.0,1.4846275185346602,0.04507724268902338,0.29527555879950523,0.0,0.0,0.0,0.03114080821350217,0.0,0.0,0.0,4.563501358032227,10.0,316.32782502232294,128.0,10000,128.0,1.2588769893126457
11.149899034500121,-10.719486569404602,-21.0,1.3255014163255692,0.04122222655782353,0.30073212572932245,0.0,0.0,0.0,0.0374542508944869,0.0,0.0,0.0,10.706419467926025,11.0,343.6041737777414,128.0,11000,128.0,2.695430551733206
10.527768445968627,-12.081964941978455,-21.0,1.189328574180603,0.03771862613880828,0.2177802265882492,0.0,0.0,0.0,0.04463988673686981,0.0,0.0,0.0,4.727866172790527,12.0,365.0844065686106,128.0,12000,128.0,8.53966410698375
10.20578740787506,-13.309013040542602,-21.0,1.0768829786777496,0.034506581678138734,0.21694762685894967,0.0,0.0,0.0,0.049818830009549855,0.0,0.0,0.0,4.600086212158203,13.0,206.15427611389896,256.0,13000,256.0,4.3621970008654705
9.797788485527038,-14.421407152175904,-21.0,0.972052156150341,0.03155941383266578,0.2169773761332035,0.0,0.0,0.0,0.054610845167189837,0.0,0.0,0.0,4.587218523025513,14.0,218.45636857888894,256.0,14000,256.0,7.629012519020738
9.32120841217041,-15.424304428100585,-21.0,0.8753723184466362,0.028866304350123304,0.21847539375722408,0.0,0.0,0.0,0.05829713106155396,0.0,0.0,0.0,4.574382066726685,15.0,223.16041200538166,256.0,15000,256.0,2.9912509761936974
8.725903694152832,-16.324809189796447,-21.0,0.7851656316518784,0.026409793771336763,0.22007207491993905,0.0,0.0,0.0,0.06241266281157732,0.0,0.0,0.0,4.566242218017578,16.0,239.75978352461243,256.0,16000,256.0,9.447582593068026
7.97813709115982,-17.241675277709962,-21.0,0.7005871409773826,0.024169432725966937,0.2656605223417282,0.0,0.0,0.0,0.07324624197557568,0.0,0.0,0.0,4.715874195098877,17.0,251.0981616229983,256.0,17000,256.0,2.0547912458611646
6.9668514676094055,-18.131325679779053,-21.0,0.6192628807425499,0.02213714891581748,0.26721085876226425,0.0,0.0,0.0,0.07891806292161345,0.0,0.0,0.0,4.579675197601318,18.0,291.2927169461327,384.0,18000,384.0,8.480952016534584
