actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_entropy,critic_entropy_max,critic_entropy_min,critic_loss,critic_norm_entropy,critic_norm_entropy_max,critic_norm_entropy_min,duration,episode,episode_reward,labeled_feedback,step,total_feedback,true_episode_reward
1.3359586897812359,-6.034158047635455,-6.0,0.7054866037449918,0.09558013843870444,0.10122049828847726,8.920558987675726,41.415881631371974,2.4704820128890486,0.7061578500437904,2.3144342140392498,10.55989734832947,0.656899698981055,5.314155101776123,2.0,88.07188511663117,0.0,2000,0.0,34.81322622055903
-3.079234162092209,-12.96527492904663,-6.0,0.26309860779345035,0.08987928721264597,0.14560761430114508,11.94703462600708,47.53866284179688,2.465897183418274,0.9077524995803833,2.098694168806076,8.378149741172791,0.4337112506330013,5.174718856811523,3.0,168.3139664872433,0.0,3000,0.0,115.09759884866399
-3.4794362099170684,-19.393951051712037,-6.0,0.21461534905433655,0.08514886862101197,0.16572368781268595,12.798448804855347,46.355291122436526,2.5280259704589843,0.8141177018880844,2.1101073583364487,7.643345632076263,0.4168136655688286,5.309820652008057,4.0,217.55743036573404,0.0,4000,0.0,199.52620089805188
-3.4478183295726774,-25.147166694641115,-6.0,0.2026131841391325,0.07941572402148976,0.17391984125971793,13.052016034126282,44.37835067749023,2.578932928323746,0.7530793580412865,2.142970180273056,7.285995594501495,0.4234282825291157,5.468487739562988,5.0,207.98341828759294,0.0,5000,0.0,102.74970553326108
-3.456242908716202,-30.413412212371828,-6.0,0.18632407601177692,0.07318946271628829,0.1804042970687151,13.106049038887024,42.43193626022339,2.6328233132362366,0.8004547129273415,2.177289470911026,7.04908856010437,0.4373837320804596,5.6595940589904785,6.0,206.34785201733757,0.0,6000,0.0,109.21509245628812
3.8118030734062196,-0.7307438641786576,-6.0,0.6203434356451034,0.06322819957230119,0.11889883338660001,0.0,0.0,0.0,0.036672463973984125,0.0,0.0,0.0,4.945327520370483,7.0,211.15089498710586,0.0,7000,0.0,147.26111151734577
3.6028032047748564,-1.3791764327287674,-6.0,0.5398974152207374,0.0562077022595256,0.11277268347144127,0.0,0.0,0.0,0.02353471006266773,0.0,0.0,0.0,4.387645959854126,8.0,77.31232360374997,128.0,8000,128.0,39.82888295696773
3.4191624386310577,-1.9566543391942979,-6.0,0.4805016527175903,0.051010095405546824,0.10683688880503178,0.0,0.0,0.0,0.01846094289049506,0.0,0.0,0.0,4.270675897598267,9.0,72.64007408518955,128.0,9000,128.0,31.287994769637127
3.383511694192886,-2.466525521993637,-6.0,0.43639440527558326,0.04650555228351672,0.10253674472123385,0.0,0.0,0.0,0.014886525901034474,0.0,0.0,0.0,4.248917579650879,10.0,56.57769234322768,128.0,10000,128.0,28.71020303147368
3.3593341093063356,-2.9271261243820192,-6.0,0.39734924629330637,0.04245376879753089,0.09997710883617401,0.0,0.0,0.0,0.013725341909565031,0.0,0.0,0.0,8.66996455192566,11.0,70.17585232120473,128.0,11000,128.0,29.34900054244335
